Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
VARSITY PARK CONDOMINIUM,"2,020,000","1,345.5","1,501",Mar-24,WEST COAST ROAD,Resale,Strata,125,"16,160",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"2,150,000","1,162.51","1,849",Mar-24,LORONG HOW SUN,Resale,Strata,108,"19,907",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
LUMA,"1,950,000",904.18,"2,157",Mar-24,RIVER VALLEY GROVE,Resale,Strata,84,"23,214",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
RIVER PLACE,"1,280,000",785.77,"1,629",Mar-24,HAVELOCK ROAD,Resale,Strata,73,"17,534",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
JEWEL @ BUANGKOK,"1,160,000",688.9,"1,684",Mar-24,COMPASSVALE BOW,Resale,Strata,64,"18,125",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
WATER PLACE,"1,650,000",904.18,"1,825",Mar-24,TANJONG RHU ROAD,Resale,Strata,84,"19,643",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,06 to 10
CARIBBEAN AT KEPPEL BAY,"2,550,000","1,356.26","1,880",Mar-24,KEPPEL BAY DRIVE,Resale,Strata,126,"20,238",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
KINGSFORD . HILLVIEW PEAK,"765,000",516.67,"1,481",Mar-24,HILLVIEW RISE,Resale,Strata,48,"15,938",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
THE SANTORINI,"752,000",527.44,"1,426",Mar-24,TAMPINES STREET 86,Resale,Strata,49,"15,347",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
THE VERVE,"733,000",441.32,"1,661",Mar-24,JALAN RAJAH,Resale,Strata,41,"17,878",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE TESSARINA,"2,750,000","1,334.74","2,060",Mar-24,WILBY ROAD,Resale,Strata,124,"22,177",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
LAGUNA PARK,"1,820,000","1,614.6","1,127",Mar-24,MARINE PARADE ROAD,Resale,Strata,150,"12,133",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,01 to 05
NATURE MANSIONS,"1,860,000","1,194.8","1,557",Mar-24,LORONG K TELOK KURAU,Resale,Strata,111,"16,757",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE TENNERY,"820,000",613.55,"1,336",Mar-24,WOODLANDS ROAD,Resale,Strata,57,"14,386",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,06 to 10
THE GREENWICH,"770,000",602.78,"1,277",Mar-24,SELETAR ROAD,Resale,Strata,56,"13,750",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
SOMMERVILLE PARK,"3,710,000","1,948.28","1,904",Mar-24,FARRER DRIVE,Resale,Strata,181,"20,497",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
THE PLAZA,"750,000",592.02,"1,267",Mar-24,BEACH ROAD,Resale,Strata,55,"13,636",-,Apartment,1,99 yrs lease commencing from 1968,07,Core Central Region,21 to 25
ADRIA,"1,528,000",688.9,"2,218",Mar-24,DERBYSHIRE ROAD,Resale,Strata,64,"23,875",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
JADESCAPE,"1,115,000",527.44,"2,114",Mar-24,SHUNFU ROAD,Resale,Strata,49,"22,755",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
RIVERSOUND RESIDENCE,"1,550,000","1,162.51","1,333",Mar-24,SENGKANG EAST AVENUE,Resale,Strata,108,"14,352",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
CASTLE GREEN,"1,880,000","1,410.08","1,333",Mar-24,YIO CHU KANG ROAD,Resale,Strata,131,"14,351",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,11 to 15
THE PEARL @ MOUNT FABER,"2,030,000","1,388.56","1,462",Mar-24,MOUNT FABER ROAD,Resale,Strata,129,"15,736",-,Condominium,1,99 yrs lease commencing from 2002,04,Rest of Central Region,01 to 05
J GATEWAY,"960,000",505.91,"1,898",Mar-24,GATEWAY DRIVE,Resale,Strata,47,"20,426",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,06 to 10
DRAYCOTT EIGHT,"6,280,000","2,895.52","2,169",Mar-24,DRAYCOTT PARK,Resale,Strata,269,"23,346",-,Condominium,1,99 yrs lease commencing from 1997,10,Core Central Region,06 to 10
MARTIN MODERN,"1,970,000",764.24,"2,578",Mar-24,MARTIN PLACE,Resale,Strata,71,"27,746",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,06 to 10
AMARYLLIS VILLE,"1,931,000",979.52,"1,971",Mar-24,NEWTON ROAD,Resale,Strata,91,"21,220",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,16 to 20
STADIA,"1,560,000","1,065.64","1,464",Mar-24,YIO CHU KANG ROAD,Resale,Strata,99,"15,758",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
ST REGIS RESIDENCES SINGAPORE,"3,868,000","1,506.96","2,567",Mar-24,TANGLIN ROAD,Resale,Strata,140,"27,629",-,Apartment,1,999 yrs lease commencing from 1995,10,Core Central Region,06 to 10
EAST MEADOWS,"1,495,000","1,216.33","1,229",Mar-24,TANAH MERAH KECHIL ROAD,Resale,Strata,113,"13,230",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,11 to 15
THE SERENADE @ HOLLAND,"3,000,000","1,905.23","1,575",Mar-24,HOLLAND ROAD,Resale,Strata,177,"16,949",-,Condominium,1,99 yrs lease commencing from 2001,10,Core Central Region,11 to 15
KALLANG RIVERSIDE,"2,400,000",958,"2,505",Mar-24,KAMPONG BUGIS,Resale,Strata,89,"26,966",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
OASIS GARDEN,"2,235,000","1,237.86","1,806",Mar-24,JALAN BUNGA RAMPAI,Resale,Strata,115,"19,435",-,Condominium,1,Freehold,19,Rest of Central Region,11 to 15
BUKIT REGENCY,"2,520,000","1,528.49","1,649",Mar-24,UPPER BUKIT TIMAH VIEW,Resale,Strata,142,"17,746",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
TANAMERA CREST,"1,025,000",861.12,"1,190",Mar-24,PARI DEDAP WALK,Resale,Strata,80,"12,813",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,01 to 05
KINGSFORD . HILLVIEW PEAK,"1,230,000",828.83,"1,484",Mar-24,HILLVIEW RISE,Resale,Strata,77,"15,974",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,16 to 20
RIO VISTA,"1,153,000","1,054.87","1,093",Mar-24,UPPER SERANGOON VIEW,Resale,Strata,98,"11,765",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
HAZEL PARK CONDOMINIUM,"1,660,000","1,011.82","1,641",Mar-24,HAZEL PARK TERRACE,Resale,Strata,94,"17,660",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
THE GARDENS AT BISHAN,"1,280,000",882.65,"1,450",Mar-24,SIN MING WALK,Resale,Strata,82,"15,610",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,01 to 05
SHIRO,"1,308,000",990.29,"1,321",Mar-24,LORONG H TELOK KURAU,Resale,Strata,92,"14,217",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TIERRA VUE,"2,300,000","1,227.1","1,874",Mar-24,ST. PATRICK'S ROAD,Resale,Strata,114,"20,175",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SING LIAN BUILDING,"2,030,000","2,002.1","1,014",Mar-24,CHANGI ROAD,Resale,Strata,186,"10,914",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
SILVERSEA,"3,300,000","1,528.49","2,159",Mar-24,MARINE PARADE ROAD,Resale,Strata,142,"23,239",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,06 to 10
THE SEAFRONT ON MEYER,"2,450,000","1,065.64","2,299",Mar-24,MEYER ROAD,Resale,Strata,99,"24,747",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
THOMSON GROVE,"2,350,000","1,485.43","1,582",Mar-24,YIO CHU KANG ROAD,Resale,Strata,138,"17,029",-,Condominium,1,Freehold,26,Outside Central Region,06 to 10
EIGHT RIVERSUITES,"1,238,000",699.66,"1,769",Mar-24,WHAMPOA EAST,Resale,Strata,65,"19,046",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,06 to 10
D'LEEDON,"1,899,000","1,054.87","1,800",Mar-24,LEEDON HEIGHTS,Resale,Strata,98,"19,378",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ONE SHENTON,"2,662,470","1,539.25","1,730",Mar-24,SHENTON WAY,Resale,Strata,143,"18,619",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,11 to 15
HAIG ELEVEN,"2,400,000","1,442.38","1,664",Mar-24,HAIG AVENUE,Resale,Strata,134,"17,910",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
ASTON MANSIONS,"1,425,000","1,227.1","1,161",Mar-24,LORONG 42 GEYLANG,Resale,Strata,114,"12,500",-,Apartment,1,99 yrs lease commencing from 1995,14,Rest of Central Region,06 to 10
CENTRA HEIGHTS,"760,000",430.56,"1,765",Mar-24,SIMS AVENUE,Resale,Strata,40,"19,000",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
MEADOWS @ PEIRCE,"2,790,000","1,776.06","1,571",Mar-24,UPPER THOMSON ROAD,Resale,Strata,165,"16,909",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"2,240,000","1,280.92","1,749",Mar-24,KEPPEL BAY VIEW,Resale,Strata,119,"18,824",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
SAVANNAH CONDOPARK,"1,250,000","1,205.57","1,037",Mar-24,SIMEI RISE,Resale,Strata,112,"11,161",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
VALLEY PARK,"2,600,000","1,216.33","2,138",Mar-24,RIVER VALLEY ROAD,Resale,Strata,113,"23,009",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,16 to 20
STIRLING RESIDENCES,"1,420,000",656.6,"2,163",Mar-24,STIRLING ROAD,Resale,Strata,61,"23,279",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
MIMOSA PARK,"2,350,000","1,754.53","1,339",Mar-24,MIMOSA ROAD,Resale,Strata,163,"14,417",-,Condominium,1,Freehold,28,Outside Central Region,01 to 05
THE TRUMPS,"1,540,000",947.23,"1,626",Mar-24,JALAN KEMBANGAN,Resale,Strata,88,"17,500",-,Condominium,1,99 yrs lease commencing from 2000,14,Outside Central Region,01 to 05
ONEROBEY,"1,588,000","1,194.8","1,329",Mar-24,ROBEY CRESCENT,Resale,Strata,111,"14,306",-,Apartment,1,999 yrs lease commencing from 1875,19,Outside Central Region,01 to 05
PARC RIVIERA,"965,000",602.78,"1,601",Mar-24,WEST COAST VALE,Resale,Strata,56,"17,232",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,11 to 15
THE AZZURO,"2,300,000","1,829.88","1,257",Mar-24,LORONG H TELOK KURAU,Resale,Strata,170,"13,529",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
DAINTREE RESIDENCE,"2,190,000","1,054.87","2,076",Mar-24,TOH TUCK ROAD,Resale,Strata,98,"22,347",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
D'LEEDON,"3,650,000","1,399.32","2,608",Mar-24,LEEDON HEIGHTS,Resale,Strata,130,"28,077",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
PEBBLE BAY,"3,620,000","1,894.46","1,911",Mar-24,TANJONG RHU ROAD,Resale,Strata,176,"20,568",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
GRANDE VISTA,"2,100,000","1,668.42","1,259",Mar-24,CACTUS DRIVE,Resale,Strata,155,"13,548",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,06 to 10
WATER PLACE,"2,200,000","1,216.33","1,809",Mar-24,TANJONG RHU ROAD,Resale,Strata,113,"19,469",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,11 to 15
368 THOMSON,"1,710,000",871.88,"1,961",Mar-24,THOMSON ROAD,Resale,Strata,81,"21,111",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
MODENA,"1,660,000","1,528.49","1,086",Mar-24,SIMEI STREET 4,Resale,Strata,142,"11,690",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,01 to 05
SEASONS PARK,"1,228,888","1,065.64","1,153",Mar-24,YIO CHU KANG ROAD,Resale,Strata,99,"12,413",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,01 to 05
JADE RESIDENCES,"1,520,000",871.88,"1,743",Mar-24,LEW LIAN VALE,Resale,Strata,81,"18,765",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THOMSON GROVE,"2,400,000","1,485.43","1,616",Mar-24,YIO CHU KANG ROAD,Resale,Strata,138,"17,391",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
BISHAN POINT,"1,968,000","1,270.15","1,549",Mar-24,BRIGHT HILL DRIVE,Resale,Strata,118,"16,678",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,26 to 30
PARC OLYMPIA,"1,200,000","1,162.51","1,032",Mar-24,FLORA DRIVE,Resale,Strata,108,"11,111",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
LA FIESTA,"750,000",452.09,"1,659",Mar-24,SENGKANG SQUARE,Resale,Strata,42,"17,857",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"985,000",688.9,"1,430",Mar-24,UPPER SERANGOON VIEW,Resale,Strata,64,"15,391",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
WESTCOVE CONDOMINIUM,"1,360,088","1,205.57","1,128",Mar-24,WEST COAST CRESCENT,Resale,Strata,112,"12,144",-,Condominium,1,99 yrs lease commencing from 1995,05,Outside Central Region,06 to 10
SANCTUARY GREEN,"2,800,000","2,723.29","1,028",Mar-24,TANJONG RHU ROAD,Resale,Strata,253,"11,067",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
PARC VERA,"905,000",710.42,"1,274",Mar-24,HOUGANG STREET 32,Resale,Strata,66,"13,712",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
THE ESTUARY,"1,600,000","1,302.44","1,228",Mar-24,YISHUN AVENUE 1,Resale,Strata,121,"13,223",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10
SOPHIA RESIDENCE,"2,800,000","1,453.14","1,927",Mar-24,SOPHIA ROAD,Resale,Strata,135,"20,741",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
MERAWOODS,"1,880,000","1,345.5","1,397",Mar-24,HILLVIEW AVENUE,Resale,Strata,125,"15,040",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,01 to 05
THE TRILINQ,"2,250,000","1,517.72","1,482",Mar-24,JALAN LEMPENG,Resale,Strata,141,"15,957",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,01 to 05
REGENCY SUITES,"3,200,000","1,420.85","2,252",Mar-24,KIM TIAN ROAD,Resale,Strata,132,"24,242",-,Apartment,1,Freehold,03,Rest of Central Region,26 to 30
THE CENTRIS,"1,800,088","1,065.64","1,689",Mar-24,JURONG WEST CENTRAL 3,Resale,Strata,99,"18,183",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,11 to 15
THOMSON IMPRESSIONS,"2,070,000","1,054.87","1,962",Mar-24,LORONG PUNTONG,Resale,Strata,98,"21,122",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,11 to 15
FAMILIE MANSIONS,"1,200,000","1,227.1",978,Mar-24,LORONG 8 GEYLANG,Resale,Strata,114,"10,526",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SOMMERVILLE PARK,"2,448,000","1,302.44","1,880",Mar-24,FARRER DRIVE,Resale,Strata,121,"20,231",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE RAINTREE,"1,875,000","1,334.74","1,405",Mar-24,BUKIT DRIVE,Resale,Strata,124,"15,121",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,06 to 10
Q BAY RESIDENCES,"1,080,000",796.54,"1,356",Mar-24,TAMPINES STREET 86,Resale,Strata,74,"14,595",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
STEVENS SUITES,"2,250,000","1,162.51","1,935",Mar-24,STEVENS CLOSE,Resale,Strata,108,"20,833",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
HARBOUR VIEW GARDENS,"1,560,000",818.06,"1,907",Mar-24,PASIR PANJANG ROAD,Resale,Strata,76,"20,526",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
ADAM PARK CONDOMINIUM,"1,950,000",958,"2,035",Mar-24,ADAM ROAD,Resale,Strata,89,"21,910",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
PARC OLYMPIA,"830,000",645.84,"1,285",Mar-24,FLORA DRIVE,Resale,Strata,60,"13,833",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
ICON,"1,120,000",581.26,"1,927",Mar-24,GOPENG STREET,Resale,Strata,54,"20,741",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,16 to 20
STIRLING RESIDENCES,"1,420,000",656.6,"2,163",Mar-24,STIRLING ROAD,Resale,Strata,61,"23,279",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
THOMSON GROVE,"2,320,000","1,485.43","1,562",Mar-24,YIO CHU KANG ROAD,Resale,Strata,138,"16,812",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
THE SHORE RESIDENCES,"2,680,000","1,291.68","2,075",Mar-24,AMBER ROAD,Resale,Strata,120,"22,333",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,06 to 10
ONE LEICESTER,"1,498,000",914.94,"1,637",Mar-24,LEICESTER ROAD,Resale,Strata,85,"17,624",-,Condominium,1,Freehold,13,Rest of Central Region,06 to 10
THE GREENWICH,"1,150,000",882.65,"1,303",Mar-24,SELETAR ROAD,Resale,Strata,82,"14,024",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
THE MAKENA,"2,388,888","1,291.68","1,849",Mar-24,MEYER ROAD,Resale,Strata,120,"19,907",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE SPRINGBLOOM,"2,058,000","1,302.44","1,580",Mar-24,SERANGOON AVENUE 3,Resale,Strata,121,"17,008",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
PARKSHORE,"2,000,000","1,001.05","1,998",Mar-24,TANJONG RHU ROAD,Resale,Strata,93,"21,505",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
ORCHARD BEL AIR,"5,200,000","3,250.73","1,600",Mar-24,ORCHARD BOULEVARD,Resale,Strata,302,"17,219",-,Condominium,1,99 yrs lease commencing from 1980,10,Core Central Region,11 to 15
CARIBBEAN AT KEPPEL BAY,"1,780,000",893.41,"1,992",Mar-24,KEPPEL BAY DRIVE,Resale,Strata,83,"21,446",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
CORALS AT KEPPEL BAY,"8,700,000","2,970.86","2,928",Mar-24,KEPPEL BAY DRIVE,Resale,Strata,276,"31,522",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
PARK EAST,"3,380,000","1,969.81","1,716",Mar-24,JALAN TUA KONG,Resale,Strata,183,"18,470",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10
CARIBBEAN AT KEPPEL BAY,"2,308,888","1,280.92","1,803",Mar-24,KEPPEL BAY DRIVE,Resale,Strata,119,"19,402",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
THE SIERRA,"1,730,000",979.52,"1,766",Mar-24,MOUNT SINAI DRIVE,Resale,Strata,91,"19,011",-,Apartment,1,947 yrs lease commencing from 1937,10,Core Central Region,06 to 10
VA RESIDENCES,"1,460,000",839.59,"1,739",Mar-24,BOON TECK ROAD,Resale,Strata,78,"18,718",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
FLORIDIAN,"2,180,000",936.47,"2,328",Mar-24,BUKIT TIMAH ROAD,Resale,Strata,87,"25,057",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
MARGARET VILLE,"2,608,888","1,184.04","2,203",Mar-24,MARGARET DRIVE,Resale,Strata,110,"23,717",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
D' IXORAS,"1,405,000",839.59,"1,673",Mar-24,MINBU ROAD,Resale,Strata,78,"18,013",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
PARC PALAIS,"1,680,000",968.76,"1,734",Mar-24,HUME AVENUE,Resale,Strata,90,"18,667",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
HILLSTA,"833,000",624.31,"1,334",Mar-24,PHOENIX ROAD,Resale,Strata,58,"14,362",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
WATERBANK AT DAKOTA,"850,000",484.38,"1,755",Mar-24,DAKOTA CRESCENT,Resale,Strata,45,"18,889",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,06 to 10
PEPYS HILL CONDOMINIUM,"4,220,000","3,035.45","1,390",Mar-24,PEPYS ROAD,Resale,Strata,282,"14,965",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
SILVERSEA,"1,838,000",979.52,"1,876",Mar-24,MARINE PARADE ROAD,Resale,Strata,91,"20,198",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,06 to 10
FABER HILLS,"1,990,000","1,668.42","1,193",Mar-24,FABER DRIVE,Resale,Strata,155,"12,839",-,Apartment,1,Freehold,05,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"990,000",764.24,"1,295",Mar-24,FLORA DRIVE,Resale,Strata,71,"13,944",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
MONTROSA,"1,480,000","1,216.33","1,217",Mar-24,HILLVIEW AVENUE,Resale,Strata,113,"13,097",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,01 to 05
BOTANNIA,"2,875,000","1,571.54","1,829",Mar-24,WEST COAST PARK,Resale,Strata,146,"19,692",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
THE LEGEND,"3,900,000","2,163.56","1,803",Mar-24,BUKIT TIMAH ROAD,Resale,Strata,201,"19,403",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
SELETARIS,"1,750,000","1,345.5","1,301",Mar-24,SEMBAWANG ROAD,Resale,Strata,125,"14,000",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
LA FIESTA,"1,580,000","1,001.05","1,578",Mar-24,SENGKANG SQUARE,Resale,Strata,93,"16,989",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
COMPASS HEIGHTS,"1,818,000","1,743.77","1,043",Mar-24,SENGKANG SQUARE,Resale,Strata,162,"11,222",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
AZALEA PARK CONDOMINIUM,"1,690,000","1,506.96","1,121",Mar-24,FLORA ROAD,Resale,Strata,140,"12,071",-,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,01 to 05
THE PANORAMA,"2,300,000","1,162.51","1,978",Mar-24,ANG MO KIO AVENUE 2,Resale,Strata,108,"21,296",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
