Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE HILLIER,"770,000",516.67,"1,490",Apr-22,HILLVIEW RISE,Resale,Strata,48,"16,042",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
WATERTOWN,"1,680,000","1,108.69","1,515",Apr-22,PUNGGOL CENTRAL,Resale,Strata,103,"16,311",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
SHANGHAI ONE,"1,888,888","1,065.64","1,773",Apr-22,SHANGHAI ROAD,Resale,Strata,99,"19,080",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE WISTERIA,"1,120,000",968.76,"1,156",Apr-22,YISHUN RING ROAD,Resale,Strata,90,"12,444",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
BLU CORAL,"728,000",505.91,"1,439",Apr-22,LORONG L TELOK KURAU,Resale,Strata,47,"15,489",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
YONG AN PARK,"4,200,000","1,808.35","2,323",Apr-22,RIVER VALLEY ROAD,Resale,Strata,168,"25,000",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
ST PATRICK'S LOFT,"1,628,000","1,065.64","1,528",Apr-22,ST. PATRICK'S ROAD,Resale,Strata,99,"16,444",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
POH HENG COURT,"1,608,000","1,205.57","1,334",Apr-22,WOO MON CHEW ROAD,Resale,Strata,112,"14,357",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE GREENWICH,"996,000",882.65,"1,128",Apr-22,SELETAR ROAD,Resale,Strata,82,"12,146",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
THE PEARL @ MOUNT FABER,"1,850,000","1,388.56","1,332",Apr-22,MOUNT FABER ROAD,Resale,Strata,129,"14,341",-,Condominium,1,99 yrs lease commencing from 2002,04,Rest of Central Region,01 to 05
SKIES MILTONIA,"830,000",710.42,"1,168",Apr-22,MILTONIA CLOSE,Resale,Strata,66,"12,576",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
BARTLEY RIDGE,"1,200,000",731.95,"1,639",Apr-22,MOUNT VERNON ROAD,Resale,Strata,68,"17,647",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE SERENNIA,"1,560,000","1,119.46","1,394",Apr-22,PULASAN ROAD,Resale,Strata,104,"15,000",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
RIVER PLACE,"1,675,000","1,054.87","1,588",Apr-22,HAVELOCK ROAD,Resale,Strata,98,"17,092",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
STARVILLE,"1,450,000","1,237.86","1,171",Apr-22,LENGKONG TIGA,Resale,Strata,115,"12,609",-,Condominium,1,Freehold,14,Outside Central Region,11 to 15
SAVANNAH CONDOPARK,"1,150,000","1,237.86",929,Apr-22,SIMEI RISE,Resale,Strata,115,"10,000",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
HILLBROOKS,"1,600,000","1,237.86","1,293",Apr-22,HILLVIEW AVENUE,Resale,Strata,115,"13,913",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
CASCADALE,"1,650,000","1,614.6","1,022",Apr-22,UPPER CHANGI ROAD EAST,Resale,Strata,150,"11,000",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
CITY SQUARE RESIDENCES,"2,350,000","1,205.57","1,949",Apr-22,KITCHENER LINK,Resale,Strata,112,"20,982",-,Condominium,1,Freehold,08,Rest of Central Region,21 to 25
WATERFALL GARDENS,"5,100,000","2,583.36","1,974",Apr-22,FARRER ROAD,Resale,Strata,240,"21,250",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE POIZ RESIDENCES,"1,342,000",753.48,"1,781",Apr-22,MEYAPPA CHETTIAR ROAD,Resale,Strata,70,"19,171",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
THE CLEMENT CANOPY,"1,700,000",990.29,"1,717",Apr-22,CLEMENTI AVENUE 1,Resale,Strata,92,"18,478",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,21 to 25
SHELFORD SUITES,"2,420,000","1,270.15","1,905",Apr-22,SHELFORD ROAD,Resale,Strata,118,"20,508",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
NASSIM PARK RESIDENCES,"13,200,000","3,509.06","3,762",Apr-22,NASSIM ROAD,Resale,Strata,326,"40,491",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
GRANDEUR 8,"1,450,000","1,216.33","1,192",Apr-22,ANG MO KIO CENTRAL 3,Resale,Strata,113,"12,832",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,16 to 20
SOHO 188,"700,000",441.32,"1,586",Apr-22,RACE COURSE ROAD,Resale,Strata,41,"17,073",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
ORCHARD COURT,"2,030,000","1,442.38","1,407",Apr-22,OXLEY ROAD,Resale,Strata,134,"15,149",-,Apartment,1,99 yrs lease commencing from 1973,09,Core Central Region,06 to 10
TERRASSE,"1,060,000",893.41,"1,186",Apr-22,TERRASSE LANE,Resale,Strata,83,"12,771",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
THOMSON GRAND,"2,080,000","1,593.07","1,306",Apr-22,SIN MING WALK,Resale,Strata,148,"14,054",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,01 to 05
SKIES MILTONIA,"815,000",721.19,"1,130",Apr-22,MILTONIA CLOSE,Resale,Strata,67,"12,164",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"900,000",667.37,"1,349",Apr-22,FERNVALE ROAD,Resale,Strata,62,"14,516",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
Q BAY RESIDENCES,"950,000",828.83,"1,146",Apr-22,TAMPINES STREET 86,Resale,Strata,77,"12,338",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
GOLD COAST CONDOMINIUM,"2,950,000","1,872.94","1,575",Apr-22,PASIR PANJANG ROAD,Resale,Strata,174,"16,954",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
38 I SUITES,"888,000",505.91,"1,755",Apr-22,IPOH LANE,Resale,Strata,47,"18,894",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
SILVERSEA,"1,880,000","1,065.64","1,764",Apr-22,MARINE PARADE ROAD,Resale,Strata,99,"18,990",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,16 to 20
DUCHESS CREST,"2,460,000","1,593.07","1,544",Apr-22,DUCHESS AVENUE,Resale,Strata,148,"16,622",-,Condominium,1,99 yrs lease commencing from 1995,10,Core Central Region,01 to 05
PRESTO@UPPER SERANGOON,"620,000",419.8,"1,477",Apr-22,UPPER SERANGOON ROAD,Resale,Strata,39,"15,897",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE TREVOSE,"2,050,000","1,302.44","1,574",Apr-22,TREVOSE CRESCENT,Resale,Strata,121,"16,942",-,Condominium,1,99 yrs lease commencing from 1996,11,Core Central Region,01 to 05
WATERTOWN,"1,870,000","1,216.33","1,537",Apr-22,PUNGGOL CENTRAL,Resale,Strata,113,"16,549",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
SYMPHONY SUITES,"1,190,000","1,022.58","1,164",Apr-22,YISHUN CLOSE,Resale,Strata,95,"12,526",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
GRANGE RESIDENCES,"7,100,000","2,583.36","2,748",Apr-22,GRANGE ROAD,Resale,Strata,240,"29,583",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"802,000",473.62,"1,693",Apr-22,BEDOK SOUTH AVENUE 3,Resale,Strata,44,"18,227",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
HERITAGE VIEW,"1,710,000","1,194.8","1,431",Apr-22,DOVER RISE,Resale,Strata,111,"15,405",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,06 to 10
D'LEEDON,"1,800,000","1,011.82","1,779",Apr-22,LEEDON HEIGHTS,Resale,Strata,94,"19,149",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
THE CLEMENT CANOPY,"1,638,000",990.29,"1,654",Apr-22,CLEMENTI AVENUE 1,Resale,Strata,92,"17,804",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,06 to 10
MELVILLE PARK,"830,000",936.47,886,Apr-22,SIMEI STREET 1,Resale,Strata,87,"9,540",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
JOOL SUITES,"680,000",409.03,"1,662",Apr-22,SING JOO WALK,Resale,Strata,38,"17,895",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
GRANDE VISTA,"1,680,000","1,237.86","1,357",Apr-22,CACTUS DRIVE,Resale,Strata,115,"14,609",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,06 to 10
KOVAN MELODY,"1,600,000","1,216.33","1,315",Apr-22,KOVAN ROAD,Resale,Strata,113,"14,159",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,11 to 15
DAKOTA RESIDENCES,"1,628,000","1,022.58","1,592",Apr-22,DAKOTA CRESCENT,Resale,Strata,95,"17,137",-,Condominium,1,99 yrs lease commencing from 2007,14,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"2,560,000","1,614.6","1,586",Apr-22,KEPPEL BAY VIEW,Resale,Strata,150,"17,067",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
VERDURE,"3,000,000","1,722.24","1,742",Apr-22,HOLLAND ROAD,Resale,Strata,160,"18,750",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
BARTLEY RESIDENCES,"1,250,000",796.54,"1,569",Apr-22,LORONG HOW SUN,Resale,Strata,74,"16,892",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
EIGHT RIVERSUITES,"1,070,000",699.66,"1,529",Apr-22,WHAMPOA EAST,Resale,Strata,65,"16,462",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,06 to 10
THE BLOSSOMVALE,"2,640,000","1,420.85","1,858",Apr-22,DUNEARN ROAD,Resale,Strata,132,"20,000",-,Condominium,1,999 yrs lease commencing from 1884,21,Rest of Central Region,06 to 10
SIMS URBAN OASIS,"1,430,000",818.06,"1,748",Apr-22,SIMS DRIVE,Resale,Strata,76,"18,816",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"900,000",441.32,"2,039",Apr-22,COMMONWEALTH AVENUE,Resale,Strata,41,"21,951",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
HIGH PARK RESIDENCES,"1,600,000","1,227.1","1,304",Apr-22,FERNVALE ROAD,Resale,Strata,114,"14,035",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
THE GARDEN RESIDENCES,"2,790,000","1,539.25","1,813",Apr-22,SERANGOON NORTH VIEW,Resale,Strata,143,"19,510",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
WATERFRONT GOLD,"1,435,000","1,054.87","1,360",Apr-22,BEDOK RESERVOIR ROAD,Resale,Strata,98,"14,643",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
THE WATERSIDE,"4,350,000","2,411.14","1,804",Apr-22,TANJONG RHU ROAD,Resale,Strata,224,"19,420",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
GRAND DUCHESS AT ST PATRICK'S,"4,850,000","3,218.44","1,507",Apr-22,ST. PATRICK'S ROAD,Resale,Strata,299,"16,221",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
HUME PARK II,"2,220,000","1,485.43","1,495",Apr-22,HUME AVENUE,Resale,Strata,138,"16,087",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,489,900",667.37,"2,233",Apr-22,OUTRAM ROAD,Resale,Strata,62,"24,031",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
KINGSFORD WATERBAY,"1,180,000",850.36,"1,388",Apr-22,UPPER SERANGOON VIEW,Resale,Strata,79,"14,937",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
SUNHAVEN,"1,230,000","1,065.64","1,154",Apr-22,UPPER CHANGI ROAD EAST,Resale,Strata,99,"12,424",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
NV RESIDENCES,"875,000",742.72,"1,178",Apr-22,PASIR RIS GROVE,Resale,Strata,69,"12,681",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"1,620,000","1,227.1","1,320",Apr-22,FERNVALE ROAD,Resale,Strata,114,"14,211",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
THE INFINITI,"2,200,000","1,496.2","1,470",Apr-22,WEST COAST PARK,Resale,Strata,139,"15,827",-,Condominium,1,Freehold,05,Outside Central Region,06 to 10
THE ESTUARY,"1,302,000","1,302.44","1,000",Apr-22,YISHUN AVENUE 1,Resale,Strata,121,"10,760",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,01 to 05
THE FORESTA @ MOUNT FABER,"850,000",430.56,"1,974",Apr-22,WISHART ROAD,Resale,Strata,40,"21,250",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
SELETAR PARK RESIDENCE,"1,100,000",839.59,"1,310",Apr-22,SELETAR ROAD,Resale,Strata,78,"14,103",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
THE WATERSIDE,"4,230,000","2,411.14","1,754",Apr-22,TANJONG RHU ROAD,Resale,Strata,224,"18,884",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
KELLOCK LODGE,"1,603,000",893.41,"1,794",Apr-22,KELLOCK ROAD,Resale,Strata,83,"19,313",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
THE LAKESHORE,"1,370,000","1,184.04","1,157",Apr-22,JURONG WEST STREET 41,Resale,Strata,110,"12,455",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,06 to 10
PALM ISLES,"1,400,000","1,323.97","1,057",Apr-22,FLORA DRIVE,Resale,Strata,123,"11,382",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
ARTHUR 118,"1,750,000",925.7,"1,890",Apr-22,ARTHUR ROAD,Resale,Strata,86,"20,349",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
GROSVENOR VIEW,"810,000",656.6,"1,234",Apr-22,LENGKONG EMPAT,Resale,Strata,61,"13,279",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
BEDOK RESIDENCES,"875,000",516.67,"1,694",Apr-22,BEDOK NORTH DRIVE,Resale,Strata,48,"18,229",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,11 to 15
ONE BALMORAL,"4,150,000","1,657.66","2,504",Apr-22,BALMORAL ROAD,Resale,Strata,154,"26,948",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
KOVAN MELODY,"1,540,000","1,216.33","1,266",Apr-22,KOVAN ROAD,Resale,Strata,113,"13,628",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,06 to 10
ONE-NORTH RESIDENCES,"1,610,000","1,033.34","1,558",Apr-22,ONE-NORTH GATEWAY,Resale,Strata,96,"16,771",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
AVA TOWERS,"1,560,000","1,173.28","1,330",Apr-22,AVA ROAD,Resale,Strata,109,"14,312",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THOMSON V ONE,"1,100,000",925.7,"1,188",Apr-22,SIN MING ROAD,Resale,Strata,86,"12,791",-,Apartment,1,99 yrs lease commencing from 2001,20,Rest of Central Region,01 to 05
RIVERTREES RESIDENCES,"770,000",581.26,"1,325",Apr-22,FERNVALE CLOSE,Resale,Strata,54,"14,259",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
PARC CENTROS,"2,330,000","1,819.12","1,281",Apr-22,PUNGGOL CENTRAL,Resale,Strata,169,"13,787",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
PARC ELEGANCE,"780,000",581.26,"1,342",Apr-22,TELOK KURAU ROAD,Resale,Strata,54,"14,444",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE TRUMPS,"1,380,000",979.52,"1,409",Apr-22,JALAN KEMBANGAN,Resale,Strata,91,"15,165",-,Condominium,1,99 yrs lease commencing from 2000,14,Outside Central Region,01 to 05
BRADDELL VIEW,"1,410,000","1,614.6",873,Apr-22,BRADDELL HILL,Resale,Strata,150,"9,400",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,06 to 10
THE MINTON,"795,000",699.66,"1,136",Apr-22,HOUGANG STREET 11,Resale,Strata,65,"12,231",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
DOUBLE BAY RESIDENCES,"700,000",635.08,"1,102",Apr-22,SIMEI STREET 4,Resale,Strata,59,"11,864",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
PRIMO RESIDENCES,"600,000",441.32,"1,360",Apr-22,JALAN PELIKAT,Resale,Strata,41,"14,634",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
GUILIN VIEW,"1,241,000","1,280.92",969,Apr-22,BUKIT BATOK STREET 52,Resale,Strata,119,"10,429",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
THE TIER,"828,000",538.2,"1,538",Apr-22,PEGU ROAD,Resale,Strata,50,"16,560",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
RAFFLESIA CONDOMINIUM,"1,650,000","1,302.44","1,267",Apr-22,BISHAN STREET 21,Resale,Strata,121,"13,636",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
THE LAKESHORE,"1,290,000","1,108.69","1,164",Apr-22,JURONG WEST STREET 41,Resale,Strata,103,"12,524",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,06 to 10
EAST VILLAGE,"900,000",624.31,"1,442",Apr-22,UPPER CHANGI ROAD,Resale,Strata,58,"15,517",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
BARTLEY RIDGE,"720,000",441.32,"1,631",Apr-22,MOUNT VERNON ROAD,Resale,Strata,41,"17,561",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
ARCHIPELAGO,"1,620,000","1,184.04","1,368",Apr-22,BEDOK RESERVOIR ROAD,Resale,Strata,110,"14,727",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
KOVAN RESIDENCES,"2,470,000","1,765.3","1,399",Apr-22,KOVAN ROAD,Resale,Strata,164,"15,061",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
OASIS @ ELIAS,"1,125,000","1,205.57",933,Apr-22,ELIAS ROAD,Resale,Strata,112,"10,045",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
LAKE GRANDE,"1,155,000",721.19,"1,602",Apr-22,JURONG LAKE LINK,Resale,Strata,67,"17,239",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,01 to 05
SEVENTY SAINT PATRICK'S,"1,385,000",731.95,"1,892",Apr-22,ST. PATRICK'S ROAD,Resale,Strata,68,"20,368",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
MARSHALL LODGE,"2,200,000","1,776.06","1,239",Apr-22,MARSHALL ROAD,Resale,Strata,165,"13,333",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE JADE,"1,750,000","1,474.67","1,187",Apr-22,BUKIT BATOK CENTRAL LINK,Resale,Strata,137,"12,774",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,16 to 20
TROPIKA EAST,"1,100,000",775.01,"1,419",Apr-22,FOO KIM LIN ROAD,Resale,Strata,72,"15,278",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
THE TEMBUSU,"1,318,000",753.48,"1,749",Apr-22,TAMPINES ROAD,Resale,Strata,70,"18,829",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
PROSPERO VILLE,"1,300,000","1,076.4","1,208",Apr-22,LORONG K TELOK KURAU,Resale,Strata,100,"13,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
D'NEST,"650,000",484.38,"1,342",Apr-22,PASIR RIS GROVE,Resale,Strata,45,"14,444",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
FERRARIA PARK CONDOMINIUM,"1,098,000",979.52,"1,121",Apr-22,FLORA DRIVE,Resale,Strata,91,"12,066",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
KOVAN RESIDENCES,"1,820,000","1,259.39","1,445",Apr-22,KOVAN ROAD,Resale,Strata,117,"15,556",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
THE LINE @ TANJONG RHU,"2,637,952","1,184.04","2,228",Apr-22,TANJONG RHU ROAD,Resale,Strata,110,"23,981",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
WATERFRONT KEY,"1,560,000","1,205.57","1,294",Apr-22,BEDOK RESERVOIR ROAD,Resale,Strata,112,"13,929",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,06 to 10
THE SILVERTON,"2,255,000","1,550.02","1,455",Apr-22,HAIG LANE,Resale,Strata,144,"15,660",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PARC ELEGANCE,"650,000",419.8,"1,548",Apr-22,TELOK KURAU ROAD,Resale,Strata,39,"16,667",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PARC IMPERIAL,"715,000",430.56,"1,661",Apr-22,PASIR PANJANG ROAD,Resale,Strata,40,"17,875",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
HOUGANG GREEN,"690,000",764.24,903,Apr-22,BUANGKOK GREEN,Resale,Strata,71,"9,718",-,Apartment,1,99 yrs lease commencing from 1994,19,Outside Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"3,150,000","1,840.64","1,711",Apr-22,KEPPEL BAY VIEW,Resale,Strata,171,"18,421",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
DAHLIA PARK CONDOMINIUM,"1,018,000","1,097.93",927,Apr-22,FLORA DRIVE,Resale,Strata,102,"9,980",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
ONE AMBER,"2,400,000","1,334.74","1,798",Apr-22,AMBER GARDENS,Resale,Strata,124,"19,355",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
ONE SHENTON,"2,560,000","1,571.54","1,629",Apr-22,SHENTON WAY,Resale,Strata,146,"17,534",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
ARCHIPELAGO,"1,230,000","1,033.34","1,190",Apr-22,BEDOK RESERVOIR ROAD,Resale,Strata,96,"12,813",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
38 I SUITES,"850,000",505.91,"1,680",Apr-22,IPOH LANE,Resale,Strata,47,"18,085",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
DUCHESS CREST,"2,275,000","1,345.5","1,691",Apr-22,DUCHESS AVENUE,Resale,Strata,125,"18,200",-,Condominium,1,99 yrs lease commencing from 1995,10,Core Central Region,01 to 05
MONTEREY PARK CONDOMINIUM,"1,710,000","1,259.39","1,358",Apr-22,WEST COAST RISE,Resale,Strata,117,"14,615",-,Condominium,1,999 yrs lease commencing from 1885,05,Outside Central Region,06 to 10
THE PARC CONDOMINIUM,"2,238,888","1,410.08","1,588",Apr-22,WEST COAST WALK,Resale,Strata,131,"17,091",-,Condominium,1,Freehold,05,Outside Central Region,21 to 25
NORTHVALE,"1,090,000","1,270.15",858,Apr-22,CHOA CHU KANG LOOP,Resale,Strata,118,"9,237",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
THE CLEARWATER,"1,560,000","1,377.79","1,132",Apr-22,BEDOK RESERVOIR VIEW,Resale,Strata,128,"12,188",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05
